Date,Headlines,Labels
23/10/2012,"Notable earnings after Tuesday’s close: ACE, AFL, ALTR, AMGN, BCR, BNNY, BRCM, BWLD, CBI,...",2
23/10/2012,Facebook (FB +1.2%) is rallying ahead of today's Q3 report - short-covering is likely a big...,2
23/10/2012,Facebook (NASDAQ:FB): Q3 EPS of $0.12 beats by $0.01. Revenue of $1.26B (+32% Y/Y) beats by...,2
23/10/2012,"More on Facebook's Q3: Monthly active users (MAUs) totaled 1.01B as of Sep. 30, +6% Q/Q and +26%...",2
23/10/2012,"After-hours top gainers, as of 5:15 p.m.: RFMD +12%; TWIN +9.2%; FB +8.2%; IDIX +6.5%; PNRA...",2
23/10/2012,"From Facebook's Q3 call and earnings slides: Instagram registered users surpass 100M, up from...",2
23/10/2012,More on Facebook: Mark Zuckerberg was all about mobile. He noted 70% of mobile users visit...,2
24/10/2012,"First come positive earnings, then come the upgrades. Already on a tear following its report...",0
24/10/2012,Premarket gainers: SEH +62%. FB +26%. RFMD +14%. LL +13%. RENN +11%. POL +10%. DOW +6%. ZNGA...,0
24/10/2012,"Even with a big upcoming lockup expiration, Facebook (FB +21.6%) shorts are rushing to cover...",0
24/10/2012,Midday top 10 gainers: SEH +61%. KIPS +25%. CHC +21%. FB +21%. LL +15%. PLCM +14%. ASPS +11%....,0
24/10/2012,Analysts who were worried about mobile's impact on Facebook's (FB +20.9%) ad sales are now...,0
24/10/2012,"More on Facebook: Though mobile is ramping, emerging markets monetization - another widely-held...",0
24/10/2012,Mark Pincus didn't mince words during Zynga's Q3 call: he admitted Zynga didn't innovate on...,0
25/10/2012,Facebook (FB -1.2%) gives back a sliver of yesterday's post-earnings gains after S&P's Scott...,0
26/10/2012,Facebook (FB -1.3%) roundup: 1) Macquarie isn't scared to upgrade shares to Buy ahead of a...,0
31/10/2012,Facebook (FB -2.7%) sells off as a 234M-share lockup expiration originally scheduled for Monday...,2
31/10/2012,It's not just Zynga that's having a hard time with Facebook games. Though Electronic Arts (EA...,2
01/11/2012,Some Facebook (FB +1%) news: 1) Sources tell The Daily Facebook is working on a classifieds...,1
05/11/2012,The U.K. parliament's Treasury Select Committee could launch an investigation into tax avoidance...,1
09/11/2012,Facebook (FB -0.7%) and Zynga (ZNGA -2.3%) are underperforming in the wake of Groupon's Q3...,0
13/11/2012,"After rallying yesterday, Facebook (FB -1.5%) is selling off ahead of tomorrow's 773M-share...",2
13/11/2012,"Zynga (NASDAQ:ZNGA) CFO David Wehner is leaving to take a ""senior finance position"" at Facebook...",2
14/11/2012,Facebook (NASDAQ:FB) shares are -1.05% premarket ahead of today's expiry on a lock-up of another...,2
14/11/2012,Are we seeing a repeat of Yelp's lockup expiration? Facebook (FB +9.7%) has shot higher even...,2
14/11/2012,Facebook (FB +8.9%) uses its lockup expiration day to announce a long-rumored jobs app that...,2
14/11/2012,"Facebook's (FB +11.8%) jobs app is nothing for LinkedIn (LNKD -0.9%) to be worried about, says...",2
14/11/2012,Paul Tudor Jones made some big bets on tech in Q3. He picked up over 93K shares of Apple...,2
15/11/2012,Facebook (FB -1.8%) discloses VC firm Andreessen Horowitz distributed 4.64M shares to partners...,1
16/11/2012,Facebook (FB +7.7%) is rallying again in the wake of Wednesday's lockup expiration. Today's move...,2
19/11/2012,Yahoo (YHOO) CEO Marissa Mayer and Facebook (NASDAQ:FB) COO Sheryl Sandberg have reportedly held...,0
19/11/2012,"Facebook (FB -1.2%) declares it's ""not in talks to enter into a new search partnership,""...",0
21/11/2012,Facebook (FB +5.8%) is rallying again in the wake of last Wednesday's lockup expiration; shares...,2
26/11/2012,"Attempts by Facebook (NASDAQ:FB), Google (NASDAQ:GOOG) and other Web sites to boost their mobile...",2
26/11/2012,Facebook's (NASDAQ:FB) big run has made a believer of Bernstein's formerly bearish Carlos...,2
26/11/2012,BTIG's Richard Greenfield has joined Bernstein's Carlos Kirjner in upgrading Facebook (FB +6.8%)...,2
27/11/2012,"Though Cyber Monday sales were strong, social media didn't have much to do with it, if Adobe's...",1
27/11/2012,Facebook's (NASDAQ:FB) proposed (and controversial) data use policy changes could be a sign the...,1
28/11/2012,"More on LinkedIn: At a conference yesterday, CEO Jeff Weiner stated his company aims to create...",2
29/11/2012,"For the first time, comScore is counting PC and mobile users in its rankings of U.S. visitors to...",2
29/11/2012,Zynga (NASDAQ:ZNGA) -11.1% AH after disclosing it has amended its agreement with Facebook...,2
30/11/2012,"Backing up past remarks from execs, Facebook (NASDAQ:FB) says it isn't planning to develop its...",2
30/11/2012,A federal court has tossed out an antitrust suit levied against Facebook (FB -1.3%) by ad...,2
03/12/2012,"Facebook (NASDAQ:FB) is reportedly in talks to acquire Whatsapp, whose mobile messaging service...",0
03/12/2012,"If Facebook (FB -0.5%) ends up buying WhatsApp, the purchase would be a transformational one,...",0
03/12/2012,Zynga (ZNGA -7.5%) is adding to the Friday losses it saw on news its deal with Facebook (FB...,0
03/12/2012,"Facebook (FB -3.5%) isn't in acquisition talks with WhatsApp, multiple sources tell AllThingsD....",0
04/12/2012,Some stats from Mary Meeker's 2012 Internet trends report: 1) China now has 538M Internet users...,2
04/12/2012,"Facebook (FB +0.8%) roundup: 1) Facebook may not be buying WhatsApp, but it is expanding the...",2
04/12/2012,"In a move that was always a question of when, not if, Facebook (NASDAQ:FB) will be added to the...",2
05/12/2012,"There are now 350 apps on Facebook's (NASDAQ:FB) PC site featuring 1M+ active users, the company...",1
06/12/2012,Facebook (FB -0.9%) is in talks to acquire Microsoft's (MSFT -0.1%) Atlas ad-serving/measurement...,0
06/12/2012,"Google+ (NASDAQ:GOOG) now has 135M monthly active users, up from 100M in September, says...",0
07/12/2012,"Having just begun a probe on Google, Italian tax authorities now appear to be turning their...",2
10/12/2012,"Fresh off ending Twitter integration, Instagram (NASDAQ:FB) has revamped its iOS and Android...",2
11/12/2012,88% of Facebook (NASDAQ:FB) users voting on proposed data-sharing policy chances voted against...,1
12/12/2012,Facebook (NASDAQ:FB) expands further into the world of gambling as it ties a up a deal with...,0
12/12/2012,"Facebook (NASDAQ:FB) plans to begin monetizing Instagram (presumably with ads), says marketing...",0
13/12/2012,Facebook (FB +3%) is rallying again today. Shares are now up 43% since an 804M-share lockup...,2
13/12/2012,"After giving its iOS apps a big overhaul in August, Facebook (FB +2.4%) has finally gotten...",2
14/12/2012,"Facebook (FB -3.5%) is selling off as a lockup on 156M shares expires. Of course, that probably...",0
14/12/2012,"If Google+ fails to meet Google's (NASDAQ:GOOG) high ambitions, it won't be for a lack of...",0
17/12/2012,Amazon (AMZN +1%) is getting serious about becoming a display ad rival to Google (NASDAQ:GOOG):...,1
17/12/2012,Among the sensory technologies IBM's R&D labs expects to have a big impact over the next 5...,1
17/12/2012,"As it begins to integrate Instagram, Facebook (NASDAQ:FB) is reportedly testing a messaging app...",1
17/12/2012,Yelp (YELP -2.7%) sold off after Facebook (NASDAQ:FB) announced a big revamp of its Nearby...,1
18/12/2012,Instagram (NASDAQ:FB) triggers a backlash by announcing it will have the right (effective Jan....,2
18/12/2012,"Even as many fret about mobile monetization, eMarketer is hiking its 2012 U.S. mobile ad sales...",2
18/12/2012,Instagram responds to the furor over its policy changes by promising it has no plans to allow...,2
19/12/2012,"Facebook (FB +1.6%) opens higher after Cantor raises its PT to $33 from $28, citing improved...",0
19/12/2012,More on Kodak: The Next Web claims the consortium organized by RPX and Intellectual Ventures...,0
19/12/2012,More on Facebook: Evercore has joined Cantor in raising its PT on mobile optimism. Analyst Ken...,0
19/12/2012,Facebook (FB -1.3%) has halted a test for a mobile display ad network: a spokesman says the...,0
20/12/2012,A privacy intrusion or an effective way to limit spam? Facebook (FB +0.1%) is testing a feature...,1
21/12/2012,"Taken aback by the uproar over its TOU changes, Instagram (NASDAQ:FB) says it's reverting its ad...",0
21/12/2012,"Some Facebook (NASDAQ:FB) news: 1) Facebook (FB) has introduced Poke for Mobile, a rumored...",0
24/12/2012,Facebook (FB +2.2%) and Yahoo (YHOO +1.1%) tick higher after Needham's Laura Martin raises her...,2
27/12/2012,"""There’s a very real undercurrent that’s making the rounds in Silicon Valley that...",0
28/12/2012,Instagram (NASDAQ:FB) may have already lost about 25% of its users after last week's uproar over...,2
28/12/2012,More on Instagram: BI observes the bulk of Instagram's (NASDAQ:FB) user drop happened on...,2
28/12/2012,"Facebook (FB -1.1%) claims AppData's figures on Instagram usage are inaccurate. ""We continue to...",2
31/12/2012,"A major bear on Facebook (NASDAQ:FB) turns bull, with BMO bypassing Hold, and upgrading the...",2
31/12/2012,"Facebook's (FB +1.9%) lead underwriters - Morgan Stanley, JPMorgan, and Goldman - have been...",2
31/12/2012,"2012 was a year that saw Tim Cook put his mark on Apple, Facebook go through growing pains,...",2
02/01/2013,"Facebook (NASDAQ:FB) is reiterated a Buy at JPMorgan, which increases its price target to $35...",2
02/01/2013,"In addition to JPMorgan, Evercore and Morgan Stanley have issued bullish notes on Facebook (FB...",2
02/01/2013,Tech giants are using the first trading day of the year to announce their calendar Q4 earnings...,2
03/01/2013,Facebook (NASDAQ:FB) is testing a VoIP service that allows users to place free calls to each...,1
04/01/2013,Some heavily-shorted consumer Internet stocks are closing out the week on a high note. FB +3.4%....,2
04/01/2013,Facebook's (NASDAQ:FB) Android app base nearly tripled to 192.8M monthly active users (MAUs)...,2
09/01/2013,"For the first time in nearly 6 months, Facebook (FB +3.7%) is trading above $30/share. There's...",2
09/01/2013,"""Our checks have confirmed that Facebook has a phone team in-house but it is unclear of the...",2
11/01/2013,Russian search giant Yandex (NASDAQ:YNDX) has built an innovative Facebook search app that could...,2
14/01/2013,Facebook (NASDAQ:FB) is upgraded to Buy at Deutsche Bank with price target raised to $40 from...,0
14/01/2013,Has Facebook's (FB -1.4%) big rally finally run out of steam? Shares are now lower in spite of a...,0
14/01/2013,"More on Facebook: ""Multiple sources"" tell MG Siegler a Facebook phone of some kind will be shown...",0
15/01/2013,"Ahead of Facebook's (FB +1.5%) 1PM ET mystery event, which might feature some kind of phone...",0
15/01/2013,"Mark Zuckerberg kicks off Facebook's (FB -0.8%) event by introducing Graph Search, a tool that...",0
15/01/2013,Yelp (YELP -6.9%) has sold off as Facebook (FB -2%) shows off Graph Search; investors seem to to...,0
15/01/2013,A few more details on Facebook's (NASDAQ:FB) Graph Search event: The product is still in limited...,0
16/01/2013,Facebook (FB -0.8%) roundup: 1) American users of Facebook's iPhone Messenger App users are now...,0
17/01/2013,A month after AppData figures (subsequently disputed) on Instagram's (NASDAQ:FB) user count...,1
22/01/2013,Facebook (FB +3.7%) resumes its January rally after ITG Research says checks lead it to forecast...,2
25/01/2013,"""Facebook (FB +2.2%) is done giving its precious social graph to competitors,"" declares...",1
28/01/2013,"Facebook (FB +1.1%) catches an upgrade to Buy from Raymond James' Aaron Kessler, who cites his...",2
29/01/2013,"Intuit (NASDAQ:INTU) has acquired the assets of Payvment, a startup offering e-commerce...",0
29/01/2013,"Notable earnings after Wednesday’s close: ALGN, AMP, ATW, AVB, CDNS, CLB, CMO, COP, CTXS,...",0
30/01/2013,"Notable earnings after Wednesday’s close: ALGN, AMP, ATW, AVB, CDNS, CLB, CMO, COP, CTXS,...",1
30/01/2013,"Facebook (NASDAQ:FB) is due to release its Q4 results after the bell, when it is expected to...",1
30/01/2013,"Ahead of Facebook's (FB +1.2%) Q4 report, TechCrunch's Josh Constine notes the performance of a...",1
30/01/2013,Facebook (NASDAQ:FB): Q4 EPS of $0.17 beats by $0.02. Revenue of $1.59B (+40% Y/Y) beats by...,1
30/01/2013,More on Facebook: Monthly active users (MAUs) +5% Q/Q and +25% Y/Y in Q4 to 1.06B. Mobile MAUs...,1
30/01/2013,"Facebook (NASDAQ:FB) is now only down 1.7% AH in response to its Q4 beat, which followed a 50%+...",1
30/01/2013,Mentioned during Facebook's (NASDAQ:FB) Q4 CC: Total expenses are expected to grow 50% in 2013...,1
31/01/2013,"It's apparently time to take profits in Facebook (NASDAQ:FB) following its big run as BMO, CIti,...",2
31/01/2013,Premarket gainers: ORCC +82%. WMS-OLD +55%. FTNT +20%. SGMS +15%. JDSU +14%. KERX +14%. ALGN...,2
31/01/2013,"In spite of a slew of downgrades, Facebook (FB -0.4%) has nearly erased the big losses it...",2
31/01/2013,Facebook (NASDAQ:FB) is expanding its e-commerce efforts to include the sale of retailer gift...,2
01/02/2013,"After closing with a sub-1% loss yesterday in response to its Q4 report, Facebook (FB -2.7%) is...",0
01/02/2013,Are you more interested in Halo 4 than FarmVille 2? Then Facebook (FB -4%) is hoping an upcoming...,0
04/02/2013,Facebook (FB -2.7%) is adding to Friday's losses - shares are now down 8% since the Q4 report...,0
04/02/2013,"TD Ameritrade's Investor Movement Index declined to 4.71 in January, but continues to reflect...",0
04/02/2013,"Facebook (NASDAQ:FB) is working on an app that lets users track the locations of ""friends"" who...",0
05/02/2013,Facebook (NASDAQ:FB) roundup: 1) 61% of respondents to a U.S. Pew survey said they had taken a...,2
06/02/2013,"Zynga (ZNGA +9.1%) is adding to its post-earnings gains, maybe with the help of short-covering....",2
07/02/2013,Zynga's (ZNGA -2.8%) U.K. real-money gambling titles (offered in partnership with local player...,0
07/02/2013,Microsoft (NASDAQ:MSFT) could announce a deal to sell its Atlas ad-serving/measurement platform...,0
08/02/2013,A federal appeals court is scheduled to hear arguments today over when software is patentable....,0
11/02/2013,Facebook (FB -1%) might be on the verge of becoming an online ticket seller: screenshots posted...,0
11/02/2013,Facebook (NASDAQ:FB) -1.7% AH after receiving a downgrade to Market Perform from Bernstein. The...,0
11/02/2013,More on Bernstein's downgrade of Facebook: Analyst Carlos Kirjner thinks improved mobile...,0
12/02/2013,"BTIG has joined Bernstein in downgrading Facebook (FB -2.3%). Though lowering shares to Sell,...",0
