Date,Headlines
"Fri, Mar. 06",Needham cuts Facebook estimates on coronavirus impact
"Fri, Mar. 06",Latest coronavirus updates - WFH for Facebook
"Thu, Mar. 05",'Like trying to stop air' - latest coronavirus updates here
"Wed, Mar. 04",Twitter starts test of disappearing 'fleets'
"Wed, Mar. 04",Coronavirus sees Facebook give free ads to WHO
"Tue, Mar. 03",Facebook scaling back Libra in nod to regulators
"Mon, Mar. 02",Facebook pulls out of SXSW
"Thu, Feb. 27",MKM's 'stay at home' stocks built for virus times
"Thu, Feb. 27",Facebook cancels F8 developer conference amid virus concern
"Thu, Feb. 27","The ""Fab 5"" mega-stocks will be painful to investors during the coming decade"
"Thu, Feb. 27",Facebook names WEF veteran to watch ethical product design
"Fri, Feb. 21",DOJ seeking outside help in tech probe
"Fri, Feb. 21",Shopify joins Libra Association
"Wed, Feb. 19",AG Barr concerned about tech legal shield
"Wed, Feb. 19",Brussels proposes new digital strategy
"Tue, Feb. 18","Remove Facebook's Zuckerberg, Sandberg over political ads - Soros"
"Tue, Feb. 18",EU says Facebook's regulation proposals fall short
"Sun, Feb. 16",Facebook should be treated like telco-newspaper hybrid - Zuckerberg
"Fri, Feb. 14",Facebook cancels marketing summit over coronavirus
"Fri, Feb. 14",Google in talks to pay news publishers - WSJ
"Fri, Feb. 14","Instagram targets more funding, ad-revenue sharing for video hub - WSJ"
"Thu, Feb. 13",Pinterest -2.6% as Facebook unveils similar app
"Wed, Feb. 12",WhatsApp hits two billion users
"Tue, Feb. 11",FTC probing M&A history of tech giants (update)
"Tue, Feb. 11","Facebook, Sprint, Cisco now out of MWC"
"Tue, Feb. 11",Pivotal becomes rare bear for social networking giant
"Sun, Feb. 09",The NYT's gloomy prediction for digital advertising suggests potential winners
"Sun, Feb. 09",Facebook battles IRS in $9B tax lawsuit
"Sat, Feb. 08",Facebook acquires computer vision firm Scape - report
"Fri, Feb. 07","Virus impact to hit Oculus output, Facebook says"
"Fri, Feb. 07","Google, Facebook seek alternatives for Trans-Pacific cable"
"Mon, Feb. 03",Dropbox chief joins Facebook board
"Mon, Feb. 03","Goldman recommends big tech, dismisses signs of bubble"
"Fri, Jan. 31",Facebook will remove coronavirus misinformation
"Thu, Jan. 30",Facebook sinks as analysts weigh growth profile after earnings
"Thu, Jan. 30",Facebook dips amid guidance for decelerating growth
"Wed, Jan. 29",Facebook adds $10B to buyback authorization
"Wed, Jan. 29",Facebook -5.4% after topping profits amid user growth
"Wed, Jan. 29","Facebook EPS beats by $0.03, beats on revenue"
"Wed, Jan. 29",Facebook refining its Watch spending - The Information
"Tue, Jan. 28",Facebook engineering chief to depart
"Tue, Jan. 28",Facebook Q4 2019 Earnings Preview
"Tue, Jan. 28",Facebook launches new user privacy tool
"Mon, Jan. 27",Stifel sees 15% upside in Facebook
"Fri, Jan. 24",DOJ planning meeting on tech liability
"Fri, Jan. 24",Italy watchdog launches noncompliance action on Facebook
"Fri, Jan. 24",Alphabet gets new Street-high on ad strength
"Thu, Jan. 23",Facebook showing user engagement strength - Baird
"Wed, Jan. 22",Vodafone bids farewell to Libra Association
"Tue, Jan. 21",Morgan Stanley boosts Facebook target on ad growth story
"Tue, Jan. 21","Facebook targets 1,000 new hires in London"
"Tue, Jan. 21","France, U.S. declare digital tax truce"
"Mon, Jan. 20",Digital tax in the spotlight this week
"Thu, Jan. 16",WhatsApp backing off from ad sales - WSJ
"Wed, Jan. 15",Facebook boosted on 'significant growth runway'
"Tue, Jan. 14",Facebook target lifted on app improvement
"Tue, Jan. 14",Big Tech dominates the S&P 500
"Mon, Jan. 13",Mizuho names top tech picks for 2020
"Fri, Jan. 10",Zuckerberg sees AR breakout in the 2020s
"Thu, Jan. 09","Bernstein's big tech look favors Facebook, Alphabet, Snap"
"Tue, Jan. 07",Facebook cracks down on deepfakes
"Tue, Dec. 31",Internet stocks beat S&P 500 in 2019
"Mon, Dec. 30, 2019",Facebook gets new Street-high target
"Mon, Dec. 30, 2019",Brazil fines Facebook for data sharing
"Fri, Dec. 27, 2019","Facebook's Libra fails in current form, Swiss president says"
"Wed, Dec. 25, 2019",Italy follows France on digital tax
"Mon, Dec. 23, 2019",TikTok looks for HQ outside of China - WSJ
"Fri, Dec. 20, 2019","Facebook removes networks tied to Vietnam, Georgia"
"Thu, Dec. 19, 2019",Facebook a Super Bowl player
"Thu, Dec. 19, 2019",Libra launch plan still unclear
"Thu, Dec. 19, 2019",Facebook heads to the Super Bowl
"Wed, Dec. 18, 2019",Facebook acquires PlayGiga
"Wed, Dec. 18, 2019",Strong ad spend ahead for Facebook - Deutsche
"Wed, Dec. 18, 2019",Facebook target lifted on 'renewed strength'
"Tue, Dec. 17, 2019",Facebook launching new fact-checking program - Axios
"Tue, Dec. 17, 2019",Thiel driving FB division on political ads - WSJ
"Thu, Dec. 12, 2019",Facebook -3.4% as FTC considers injunction - WSJ
"Thu, Dec. 12, 2019",Facebook's oversight board hits delay
"Wed, Dec. 11, 2019","Cisco unveils Silicon One, says it's in major use"
"Wed, Dec. 11, 2019","Aegis stays positive on Snap, sees 2020 growth"
"Wed, Dec. 11, 2019",Facebook slips off Glassdoor's best places to work list
"Tue, Dec. 10, 2019",U.S. tech probes to complete next year - AG
"Mon, Dec. 09, 2019",Facebook should top Alphabet in 2020 ad growth - BofA
"Mon, Dec. 09, 2019",Facebook sells Oculus Medium to Adobe - TechCrunch
"Fri, Dec. 06, 2019",Cambridge Analytica deceived FB users - FTC
"Thu, Dec. 05, 2019",HSBC urges selling Facebook amid regulatory worries
"Thu, Dec. 05, 2019",Stifel leaves Facebook sidelines on strong outlook
"Wed, Dec. 04, 2019",U.K. set to introduce digital services tax
"Tue, Dec. 03, 2019",Google poaches key Facebook exec on health work - report
"Tue, Dec. 03, 2019","EU opens data probes into Google, Facebook"
"Tue, Dec. 03, 2019",Facebook gains bull on cost trends
"Tue, Dec. 03, 2019",Zuckerberg doubles down on ad policy
"Mon, Dec. 02, 2019",U.S. weighing $2.4B of tariffs in response to France's digital services tax
"Sun, Dec. 01, 2019",Facebook complies with Singapore 'fake news' law
"Tue, Nov. 26, 2019",Facebook was rival bidder for Fitbit - CNBC
"Mon, Nov. 25, 2019","FB, TWTR say users revealed data through apps"
"Mon, Nov. 25, 2019",Facebook launches market research app
"Fri, Nov. 22, 2019",Facebook built app for real-time face recognition - report
"Thu, Nov. 21, 2019",Facebook considering political ad changes - DJ
"Wed, Nov. 20, 2019",Google adds new limits to political ad targeting
"Tue, Nov. 19, 2019","Facebook, Microsoft team on remote development"
"Tue, Nov. 19, 2019",House releases answers from Big Tech queries
"Fri, Nov. 15, 2019","Appaloosa adds Alibaba, increases Micron"
"Thu, Nov. 14, 2019",Facebook taking 1.5M square feet of Hudson Yards
"Thu, Nov. 14, 2019","Facebook removes 3.2B fake accounts, details moderation"
"Wed, Nov. 13, 2019","Facebook Pay has mixed implications for Venmo, Cash App, analysts say"
"Tue, Nov. 12, 2019",Twilio goes negative on report WhatsApp scaling down
"Tue, Nov. 12, 2019",Facebook launches Pay service; shares +2.4%
"Sat, Nov. 09, 2019",Instagram 'likes' to disappear in the U.S.
"Fri, Nov. 08, 2019",WhatsApp explores e-commerce via catalog feature
"Wed, Nov. 06, 2019",Google eyes changes to political ad policy - WSJ
"Wed, Nov. 06, 2019",California seeks order to force Facebook probe cooperation
"Wed, Nov. 06, 2019",Apple publishes new details on privacy approach
"Wed, Nov. 06, 2019",Facebook planned 'switcharoo' on data change - Reuters
"Wed, Nov. 06, 2019",Facebook reveals another privacy breach
"Mon, Nov. 04, 2019",Facebook starts rebranding at corporate level
"Fri, Nov. 01, 2019",Facebook held Fitbit acquisition talks - report
"Fri, Nov. 01, 2019",Tech giants take hit as Goldman warns on regulation
"Wed, Oct. 30, 2019",Facebook +3.6% after double-digit Q3 gains
"Wed, Oct. 30, 2019","Facebook EPS beats by $0.24, beats on revenue"
"Wed, Oct. 30, 2019",Facebook removes more inauthentic behavior tied to Russia
"Wed, Oct. 30, 2019","Facebook, UK data regulator reach settlement"
"Tue, Oct. 29, 2019",Facebook Q3 2019 Earnings Preview
"Mon, Oct. 28, 2019",Facebook's Q3 and beyond not looking good to Cleveland Research
"Fri, Oct. 25, 2019",Facebook picks up more News publishers
"Thu, Oct. 24, 2019",Zuckerberg stands up for Libra on Capitol Hill
"Wed, Oct. 23, 2019",CNN readying digital news service that would pay publishers
"Wed, Oct. 23, 2019",State AGs probing Alphabet meeting next month
"Wed, Oct. 23, 2019",Facebook antitrust probe expands to 47 AGs
"Tue, Oct. 22, 2019",Tech breakups still on table - antitrust chief
"Tue, Oct. 22, 2019",Libra moving cautiously amid 'risk of not innovating' - Zuckerberg
"Tue, Oct. 22, 2019",Facebook -2.2% as Mnuchin calls Libra launch 'premature'
"Mon, Oct. 21, 2019","Facebook removes more activity from Iran, Russia"
"Fri, Oct. 18, 2019",Facebook in news publishing deal with outlets - WSJ
"Thu, Oct. 17, 2019","Zuckerberg address takes on free speech, China"
"Thu, Oct. 17, 2019",Facebook Music adds seven European countries
"Thu, Oct. 17, 2019",Facebook still sees Libra winning enough financial backers
"Tue, Oct. 15, 2019",Facebook's Libra sets membership after payment-firm exits
"Tue, Oct. 15, 2019",Facebook bull expects modest earnings beat
"Tue, Oct. 15, 2019","TikTok sets up miles from Facebook, poaches employees"
"Mon, Oct. 14, 2019",Zuckerberg responds to report on meeting conservatives
"Sun, Oct. 13, 2019",Warren ups Facebook fight with ad challenge
"Fri, Oct. 11, 2019",Libra's Marcus calls exits 'liberating'
"Fri, Oct. 11, 2019",Visa exits Facebook's Libra amid rush of departures
"Fri, Oct. 11, 2019","Mastercard drops out of Libra, joining three others"
"Fri, Oct. 11, 2019","EBay, Stripe out of Libra project"
"Fri, Oct. 11, 2019",Barclays urges adding Facebook before earnings
"Wed, Oct. 09, 2019","Visa, Mastercard, Stripe CEOs urged to take Libra risks seriously"
"Wed, Oct. 09, 2019",Facebook's Zuckerberg to testify at House Financial Services hearing
"Tue, Oct. 08, 2019",Libra's head of product made exit - Telegraph
"Tue, Oct. 08, 2019",PTAB grants Snap review of BlackBerry patent
"Tue, Oct. 08, 2019",Facebook puts Workplace on Portal; Zoom Video -4.6%
"Tue, Oct. 08, 2019",New YouTube tool looks to gather political ad share
"Tue, Oct. 08, 2019",Facebook underestimated Libra pushback - Loop
"Tue, Oct. 08, 2019",AG group probing Facebook could expand to 40
"Mon, Oct. 07, 2019",PayPal pulls out of libra network
"Fri, Oct. 04, 2019",PayPal drops out of Facebook's Libra project
"Thu, Oct. 03, 2019",AG Barr asks Facebook to hold off on encryption plans
"Thu, Oct. 03, 2019",PayPal closer to quitting Facebook's Libra - FT
"Thu, Oct. 03, 2019",Snap -5% as Facebook rolls out camera/messaging app
"Thu, Oct. 03, 2019",EU rules against Facebook in takedown case
"Wed, Oct. 02, 2019",Large Internet stocks 'compelling' heading into earnings - RBC
"Wed, Oct. 02, 2019",Senators press tech firms on 'deepfake' technology
"Tue, Oct. 01, 2019",Facebook scrambles as Libra partners reconsider - WSJ
"Tue, Oct. 01, 2019",Criteo files French antitrust complaint against Facebook
"Mon, Sep. 30, 2019",Facebook to exempt opinions from fact checking - WSJ
"Mon, Sep. 30, 2019",Facebook to pay only some publishers for news section - WSJ
"Sun, Sep. 29, 2019",Facebook will have to share messages with U.K. - Bloomberg
"Fri, Sep. 27, 2019","Summit launches Buy on Facebook, 'king of social media'"
"Fri, Sep. 27, 2019",FB's Sandberg headed for House in October
"Wed, Sep. 25, 2019",DOJ to start own Facebook antitrust probe - Bloomberg
"Wed, Sep. 25, 2019",Oculus app sales pass $100M - Zuckerberg
"Wed, Sep. 25, 2019",Facebook looking to lease old NYC post office - Post
"Mon, Sep. 23, 2019",Facebook buying brain-computer start-up for $1B - CNBC
"Mon, Sep. 23, 2019",Snap helping FTC investigate Facebook - WSJ
"Fri, Sep. 20, 2019",Facebook updates on app developer investigation
"Wed, Sep. 18, 2019","Roku slides as Comcast, Facebook add streaming wrinkles"
"Wed, Sep. 18, 2019",Facebook refreshes Portal line with lower-priced devices
"Wed, Sep. 18, 2019",Facebook unveils plan for oversight board
"Tue, Sep. 17, 2019","Facebook, Luxottica team on smart glasses - CNBC"
"Mon, Sep. 16, 2019",Federal clashes grow over investigating tech - WSJ
"Mon, Sep. 16, 2019","Facebook meeting with Fed, other central banks to discuss libra - FT"
"Fri, Sep. 13, 2019",Germany set to ban Libra in favor of state solution - report
"Fri, Sep. 13, 2019",France calls for EU rules on cryptos
"Thu, Sep. 12, 2019",Facebook updates policy on limiting expression
"Wed, Sep. 11, 2019",Senate Commerce calls tech hearing on mass violence/extremism
"Wed, Sep. 11, 2019",Facebook's Libra seeks license from FINMA
"Tue, Sep. 10, 2019",Guggenheim positive on Match despite FB Dating
"Mon, Sep. 09, 2019","Facebook describes Libra backing basket, leaving out yuan"
"Fri, Sep. 06, 2019",NY AG launches widespread Facebook probe
"Thu, Sep. 05, 2019","Facebook launches Dating in U.S.; MTCH, IAC lower"
"Thu, Sep. 05, 2019","FB, European publishers team for Watch shows"
"Thu, Sep. 05, 2019",EU looking into Facebook's Libra
"Wed, Sep. 04, 2019",Facebook user phone numbers found in server leak - TechCrunch
"Wed, Sep. 04, 2019",Facebook paper addresses challenge of portability vs. privacy
"Tue, Sep. 03, 2019",Facebook adds privacy control for face recognition
"Tue, Sep. 03, 2019",Ares Management in wind power purchase pact with Facebook
"Fri, Aug. 30, 2019",FB's internal review doubted disinformation actions
"Thu, Aug. 29, 2019",Facebook Business launches Messenger lead generation
"Wed, Aug. 28, 2019",Facebook updates political ad rules with eyes on '20 election
"Wed, Aug. 28, 2019",DoJ opposes Google-backed undersea cable
"Tue, Aug. 27, 2019",Snap -4.5% as Instagram tests close-friends app
"Fri, Aug. 23, 2019",Facebook publishing 2015 data-scraping document
"Thu, Aug. 22, 2019","News Corp. prepares news app answer to Google, Facebook"
"Thu, Aug. 22, 2019",Agency officials raise flags over draft Trump social media order
"Tue, Aug. 20, 2019",Justice Department assisting state AG tech probe
"Tue, Aug. 20, 2019",Facebook facing EU antitrust probe over Libra - Bloomberg
"Tue, Aug. 20, 2019",Facebook rolls out privacy feature for off-network activity
"Tue, Aug. 20, 2019",WhatsApp in talks for second mobile payments market
"Tue, Aug. 20, 2019",Facebook consolidation may make breakup harder - FTC
"Mon, Aug. 19, 2019",State AGs ready their own tech antitrust probe - WSJ
"Mon, Aug. 19, 2019",Binance seeks to create regional version of Libra
"Mon, Aug. 19, 2019",Facebook takes action on China campaign after Twitter tip
"Thu, Aug. 15, 2019",Instagram users can flag false info
"Thu, Aug. 15, 2019",Plaintiffs argue Facebook knew of privacy leak vulnerability
"Wed, Aug. 14, 2019",Facebook simplifies Group privacy settings
"Tue, Aug. 13, 2019",Tech breakups might be antitrust remedy - FTC chief
"Tue, Aug. 13, 2019",Facebook used contractors to transcribe user audio - Bloomberg
"Tue, Aug. 13, 2019",Last Oculus co-founder departs Facebook
